5.864838 4.310185 6.557404 0.062826 0.088916 0.098025 0 0 0
7.493209 4.160413 1.560384 0.057647 0.087269 0.048165 0 0 0
2.693322 2.903672 4.052682 0.070832 0.027852 0.076642 0 0 0
6.923668 2.163472 9.651590 0.067302 0.047931 0.046609 0 0 0
8.136836 9.987414 8.524135 0.065397 0.061875 0.084434 0 0 0
0.815515 8.831772 1.537477 0.059576 0.058732 0.077250 0 0 0
9.904639 1.417463 3.835771 0.061374 0.075557 0.075871 0 0 0
6.439995 3.655977 6.712397 0.035109 0.046983 0.034242 0 0 0
6.728766 0.766803 7.229256 0.092634 0.000094 0.055883 0 0 0
1.945837 4.475461 6.482513 0.000362 0.054325 0.027870 0 0 0
1.556573 5.971761 9.043838 0.005022 0.045700 0.036155 0 0 0
6.124873 8.828730 9.572221 0.002627 0.043949 0.085793 0 0 0
6.544261 9.361557 5.332776 0.040898 0.036418 0.030287 0 0 0
7.935446 0.390614 7.023842 0.094924 0.053384 0.074242 0 0 0
0.633551 4.560917 6.810965 0.077817 0.066346 0.029916 0 0 0
6.417887 9.028785 7.053572 0.066978 0.013224 0.086127 0 0 0
6.317243 8.827500 0.902976 0.099894 0.089952 0.093576 0 0 0
7.344854 7.209285 2.587173 0.007407 0.016654 0.093234 0 0 0
6.165866 2.611003 3.467685 0.079089 0.013832 0.078279 0 0 0
4.883568 4.387151 2.648223 0.054984 0.037130 0.082813 0 0 0
1.966174 2.538558 3.053951 0.005525 0.003990 0.070256 0 0 0
5.685786 7.230078 2.450847 0.013985 0.005600 0.087286 0 0 0
8.110913 5.713798 8.621469 0.099825 0.070932 0.027601 0 0 0
8.492584 3.041202 5.793869 0.027679 0.062746 0.029324 0 0 0
1.595101 8.329986 8.517029 0.083087 0.002531 0.033042 0 0 0
2.199262 3.243957 8.596552 0.092517 0.037712 0.048911 0 0 0
9.045809 6.158706 7.268256 0.051128 0.014522 0.092754 0 0 0
9.941703 8.940481 7.812660 0.013381 0.020896 0.088501 0 0 0
0.020101 6.384566 3.334625 0.031890 0.081734 0.070994 0 0 0
3.163495 3.140354 0.270917 0.032425 0.093664 0.074602 0 0 0
0.159527 8.498755 8.451603 0.023780 0.056431 0.023324 0 0 0
1.771704 3.222149 5.277361 0.082767 0.052422 0.029739 0 0 0
6.979658 0.402937 2.906839 0.070535 0.004574 0.023095 0 0 0
0.794046 9.382995 4.229019 0.053995 0.034308 0.069809 0 0 0
1.539646 5.363750 9.482115 0.038678 0.070917 0.021152 0 0 0
9.554443 9.890799 4.708680 0.094397 0.015252 0.065645 0 0 0
8.044392 7.121914 9.177489 0.040624 0.082740 0.049220 0 0 0
7.649687 7.763717 0.629242 0.030807 0.070610 0.061697 0 0 0
5.127325 7.583313 1.583219 0.065377 0.006592 0.079504 0 0 0
3.136346 5.977740 2.736445 0.024562 0.006459 0.006869 0 0 0
7.114316 5.796601 0.089376 0.064028 0.091458 0.086914 0 0 0
8.106745 3.369079 5.277314 0.091829 0.014025 0.055005 0 0 0
7.352643 7.427078 7.435136 0.056244 0.078109 0.060730 0 0 0
2.063275 0.778858 9.799210 0.018244 0.085368 0.016971 0 0 0
4.630589 8.813704 8.606067 0.007368 0.052678 0.078680 0 0 0
6.212427 1.164256 7.057798 0.049170 0.030917 0.082608 0 0 0
7.583107 5.075124 6.729782 0.092682 0.048305 0.084673 0 0 0
2.146440 9.892113 6.972592 0.045732 0.021510 0.063142 0 0 0
9.159118 9.845997 8.041605 0.083820 0.013866 0.088550 0 0 0
9.522059 5.601768 4.817205 0.025413 0.019298 0.081167 0 0 0
